index,Unnamed 0,version,alive,tagId,success,timestamp,data__tagData__gyro__x,data__tagData__gyro__y,data__tagData__gyro__z,data__tagData__magnetic__x,data__tagData__magnetic__y,data__tagData__magnetic__z,data__tagData__quaternion__x,data__tagData__quaternion__y,data__tagData__quaternion__z,data__tagData__quaternion__w,data__tagData__linearAcceleration__x,data__tagData__linearAcceleration__y,data__tagData__linearAcceleration__z,data__tagData__pressure,data__tagData__maxLinearAcceleration,data__acceleration__x,data__acceleration__y,data__acceleration__z,data__orientation__yaw,data__orientation__roll,data__orientation__pitch,data__metrics__latency,data__metrics__rates__update,data__metrics__rates__success,reference__x,bran
207,207,1,TRUE,26437,TRUE,1609246967,1.8125,1.75,-8.25,-2.75,-21.1875,-10.6875,0.04895019531,-0.0244140625,-0.9919433594,0.1141967773,-172,-29,-111,97094.5,1220,-262,29,862,2.911,-0.092,-0.059,83.7,16.134,16.134,-5544.102793,728.879799
208,208,1,TRUE,26437,TRUE,1609246967,14.5,3.3125,-14.4375,-1.6875,-20.5,-8.875,0.04937744141,-0.02465820313,-0.9926147461,0.1077270508,-107,252,-174,97094.5,1343,-198,310,800,2.925,-0.093,-0.059,70.4,16.185,16.185,-5559.348708,747.6296049
209,209,1,TRUE,26437,TRUE,1609246967,8.375,11,-7.3125,-1.25,-20.5,-10.1875,0.04986572266,-0.02459716797,-0.9937133789,0.09741210938,-198,17,-478,97094.5,1307,-33,-63,975,2.945,-0.094,-0.058,53.9,16.453,16.453,-5574.366961,766.5622547
210,210,1,TRUE,26437,TRUE,1609246967,7.3125,7.625,-19.4375,-0.1875,-19.6875,-9.25,0.0498046875,-0.0244140625,-0.9940795898,0.09368896484,-2,147,48,97094.5,1128,-94,203,1022,2.953,-0.094,-0.058,71.8,16.607,16.607,-5589.155359,785.6749844
211,211,1,TRUE,26437,TRUE,1609246967,8.125,-6.0625,-16.5,-0.1875,-19.6875,-9.25,0.04827880859,-0.02526855469,-0.9952392578,0.08081054688,253,131,239,97094.5,1232,-37,-27,636,2.979,-0.092,-0.058,77.1,16.334,16.334,-5603.711744,804.9650034
212,212,1,TRUE,26437,TRUE,1609246967,-12.5625,-15.5625,-14.875,0.875,-18,-10.1875,0.04888916016,-0.02624511719,-0.9956665039,0.07464599609,19,9,109,97095.5,1238,-72,67,1084,2.991,-0.093,-0.059,82.9,15.997,15.997,-5618.033989,824.4294954
213,213,1,TRUE,26437,TRUE,1609246967,-5.375,-3.25,-13.3125,1.6875,-19.75,-9.25,0.04864501953,-0.02752685547,-0.9962158203,0.06652832031,-65,-78,101,97095.5,1195,-156,244,898,3.007,-0.093,-0.061,59.1,15.974,15.974,-5632.120004,844.0656188
214,214,1,TRUE,26437,TRUE,1609246967,0.125,-10.625,-5.625,3.5625,-18,-8.0625,0.04681396484,-0.02740478516,-0.9967041016,0.05993652344,266,135,106,97095.5,1165,-70,-67,1045,3.021,-0.089,-0.06,69.5,16.114,16.114,-5645.967732,863.8705065
215,215,1,TRUE,26437,TRUE,1609246967,-9,-8.0625,-17.9375,3.5625,-18,-8.75,0.04724121094,-0.02703857422,-0.9971313477,0.05279541016,-80,-65,28,97095.5,1112,-49,31,1003,3.035,-0.091,-0.059,100.3,15.967,15.723,-5659.575151,883.8412673
216,216,1,TRUE,26437,TRUE,1609246967,-0.25,3.75,-24.4375,4.25,-17.5625,-9.1875,0.04724121094,-0.02813720703,-0.9978637695,0.03436279297,-184,17,-333,97095.5,1493,-275,75,641,3.072,-0.092,-0.059,75.8,15.459,15.472,-5672.940276,903.9749853
217,217,1,TRUE,26437,TRUE,1609246967,11.75,12.9375,-27.6875,5.0625,-17.375,-9.25,0.04736328125,-0.029296875,-0.9981689453,0.02355957031,-157,113,67,97096.75,1483,-249,172,1042,3.094,-0.093,-0.06,66.2,15.547,15.559,-5686.061154,924.2687211
218,218,1,TRUE,26437,TRUE,1609246967,1.375,-7.375,-20.8125,5.375,-16.5625,-9.75,0.04577636719,-0.02935791016,-0.9984130859,0.01361083984,-54,100,-562,97096.75,1187,-143,158,412,3.114,-0.091,-0.06,71.2,15.638,15.65,-5698.93587,944.7195118
219,219,1,TRUE,26437,TRUE,1609246968,-6.75,-17.5625,-26.125,5.75,-16.1875,-9.25,0.04486083984,-0.03088378906,-0.9985351563,0.001098632813,243,22,349,97096.75,1596,-248,179,740,3.138,-0.089,-0.061,57.8,15.749,15.76,-5711.562545,965.3243716
220,220,1,TRUE,26437,TRUE,1609246968,12.3125,6.9375,-10.125,6.5625,-16.5625,-8.875,0.04650878906,-0.03100585938,-0.9984130859,-0.002258300781,-199,-60,-75,97096.75,1335,-136,-61,1272,3.146,-0.093,-0.061,94,15.634,15.644,-5723.939334,986.0802924
221,221,1,TRUE,26437,TRUE,1609246968,-14.75,-0.9375,3.4375,7.6875,-16.1875,-9.6875,0.04577636719,-0.02990722656,-0.9984741211,-0.0048828125,-238,-189,-157,97096.75,1282,-328,-131,817,3.15,-0.092,-0.059,71.8,15.333,15.343,-5736.064431,1006.984244
222,222,1,TRUE,26437,TRUE,1609246968,24.3125,-2,-12.125,5.375,-15.1875,-8,0.04632568359,-0.03112792969,-0.9984130859,-0.007202148438,69,161,472,97096.75,1663,180,110,652,3.156,-0.093,-0.061,68.8,15.279,15.288,-5747.936065,1028.033174
223,223,1,TRUE,26437,TRUE,1609246968,11.75,2.5625,-82.75,6.6875,-14.75,-9.25,0.04791259766,-0.03326416016,-0.9981689453,-0.017578125,46,-86,-106,97098,1463,-300,-106,1005,3.176,-0.096,-0.064,91,15.312,15.32,-5759.552504,1049.224009
224,224,1,TRUE,26437,TRUE,1609246968,-18.5,14.375,50.0625,8.75,-15.1875,-7.6875,0.04864501953,-0.03381347656,-0.9979858398,-0.02319335938,-237,19,-73,97098,1139,-177,201,1076,3.187,-0.098,-0.065,67.7,15.169,15.177,-5770.912051,1070.553656
225,225,1,TRUE,26437,TRUE,1609246968,14.75,11.625,39.1875,9.1875,-15.1875,-9.5,0.04547119141,-0.0400390625,-0.9978637695,-0.02398681641,-17,388,-146,97098,1564,-108,464,826,3.19,-0.093,-0.077,100,14.757,14.763,-5782.013048,1092.019001
226,226,1,TRUE,26437,TRUE,1609246968,2.5,-4.25,-86.8125,7,-14.75,-8.75,0.04907226563,-0.03265380859,-0.9976196289,-0.03509521484,34,-92,-27,97098,1227,-64,-31,946,3.211,-0.099,-0.061,81.4,14.573,14.58,-5792.853875,1113.616909
227,227,1,TRUE,26437,TRUE,1609246968,-3.0625,-8.6875,-15.25,9.5625,-14.5,-9.0625,0.04858398438,-0.03271484375,-0.9971923828,-0.04693603516,-1,-39,-5,97098,1236,-144,114,767,3.235,-0.099,-0.06,72.9,14.776,14.782,-5803.432947,1135.344227
228,228,1,TRUE,26437,TRUE,1609246968,-12.6875,-14.875,17.375,8.0625,-14.0625,-8.75,0.0478515625,-0.03454589844,-0.9959106445,-0.06823730469,67,154,74,97093.5,1251,-30,215,1048,3.278,-0.099,-0.062,71.1,14.723,14.729,-5813.748722,1157.197784
229,229,1,TRUE,26437,TRUE,1609246968,3.25,-0.8125,-44.5625,9.5625,-14.5,-9.1875,0.04913330078,-0.03375244141,-0.9959106445,-0.06823730469,87,5,-95,97093.5,1150,-12,64,878,3.278,-0.103,-0.06,57.6,14.643,14.648,-5823.799692,1179.174389
230,230,1,TRUE,26437,TRUE,1609246968,-5.3125,-9.875,10.5,9.1875,-13,-8.75,0.04669189453,-0.03619384766,-0.995300293,-0.07666015625,61,-16,-114,97093.5,1303,-76,-62,1092,3.3,-0.099,-0.064,77.4,14.767,14.772,-5833.584391,1201.270833
231,231,1,TRUE,26437,TRUE,1609246968,32.6875,-1.625,34.5,10.25,-14.75,-9.5625,0.04998779297,-0.03717041016,-0.9963989258,-0.05743408203,-375,382,-802,97093.5,1613,-477,449,170,3.258,-0.1,-0.062,62.5,14.766,14.77,-5843.101389,1223.48389
232,232,1,TRUE,26437,TRUE,1609246968,7.25,-1.4375,-5.6875,10,-14.5625,-9.5625,0.04876708984,-0.03479003906,-0.9965820313,-0.05706787109,96,182,137,97093.5,1496,-2,244,1110,3.255,-0.1,-0.063,80.8,14.803,14.807,-5852.349298,1245.810317
233,233,1,TRUE,26437,TRUE,1609246969,-27.375,-13.4375,30.3125,10.25,-13.5,-8.75,0.04718017578,-0.03643798828,-0.9970092773,-0.04895019531,176,-51,-9,97093.5,1251,-99,38,1254,3.238,-0.097,-0.067,77.6,14.702,14.706,-5861.326767,1268.246854
234,234,1,TRUE,26437,TRUE,1609246969,7.875,-16.25,-10.0625,9.5625,-14.875,-9.5625,0.04797363281,-0.03991699219,-0.9967651367,-0.05072021484,287,225,21,97102.25,1258,190,298,994,3.243,-0.099,-0.074,76.7,14.943,14.947,-5870.032485,1290.790226
235,235,1,TRUE,26437,TRUE,1609246969,14.375,6.3125,-16.3125,10.25,-14.5625,-9.1875,0.04498291016,-0.03240966797,-0.997253418,-0.048828125,117,164,176,97102.25,1335,25,223,1151,3.239,-0.093,-0.06,73.6,14.787,14.79,-5878.465182,1313.437141
236,236,1,TRUE,26437,TRUE,1609246969,-7,-7.375,3.4375,9.5625,-13.875,-8.75,0.04547119141,-0.03350830078,-0.9970092773,-0.05255126953,-155,-88,-247,97102.25,1293,-326,123,637,3.245,-0.093,-0.061,71.3,14.732,14.736,-5886.623627,1336.184294
237,237,1,TRUE,26437,TRUE,1609246969,-16.1875,-2.4375,-6.75,8.5,-13.5,-9.1875,0.044921875,-0.03283691406,-0.9967651367,-0.05780029297,-21,16,-209,97102.25,1160,-113,75,764,3.257,-0.093,-0.06,61.3,15.254,15.257,-5894.506627,1359.028362
238,238,1,TRUE,26437,TRUE,1609246969,15.6875,6.5625,-22.5,10,-12.375,-9.1875,0.04534912109,-0.03503417969,-0.9962158203,-0.06530761719,-84,89,-222,97102.25,1462,-177,152,751,3.272,-0.095,-0.063,69,15.227,15.23,-5902.113033,1381.966011
239,239,1,TRUE,26437,TRUE,1609246969,5.5625,-10.4375,-33.375,10.6875,-12.375,-10.1875,0.04382324219,-0.03399658203,-0.9954833984,-0.07934570313,-172,95,-501,97102.25,1232,117,93,1471,3.3,-0.092,-0.06,79.5,15.034,15.037,-5909.441733,1404.993892
240,240,1,TRUE,26437,TRUE,1609246969,-18.8125,-22.25,-8.6875,10.6875,-12.375,-10.1875,0.04296875,-0.03356933594,-0.9948120117,-0.08605957031,231,-62,567,97101.75,1478,141,-3,1541,3.314,-0.091,-0.059,78.7,15.362,15.365,-5916.491658,1428.108643
241,241,1,TRUE,26437,TRUE,1609246969,-5.75,0.75,-9.6875,11.0625,-12.6875,-9.6875,0.04180908203,-0.03430175781,-0.9930419922,-0.1046142578,107,-146,-48,97101.75,1547,-168,-184,884,3.352,-0.089,-0.059,84.5,14.946,14.948,-5923.261779,1451.306889
242,242,1,TRUE,26437,TRUE,1609246969,-7.0625,-0.875,-23.375,11.75,-11.5625,-10.1875,0.04229736328,-0.03643798828,-0.9920043945,-0.1131591797,-90,-186,222,97101.75,1067,-180,-125,1197,3.368,-0.092,-0.062,76.7,15.011,15.013,-5929.751107,1474.585244
243,243,1,TRUE,26437,TRUE,1609246969,-10.25,6.5625,-32.125,11.1875,-10.5625,-10.1875,0.04174804688,-0.03643798828,-0.9905395508,-0.1254272461,-185,-157,32,97101.75,1216,-275,-97,1007,3.392,-0.092,-0.061,63.9,14.969,14.971,-5935.958694,1497.940308
244,244,1,TRUE,26437,TRUE,1609246969,8.375,-8.5,-27.125,11.1875,-12,-10.1875,0.04071044922,-0.03784179688,-0.9888305664,-0.1382446289,199,49,87,97101.75,1048,110,112,1061,3.419,-0.091,-0.063,69.5,15.048,15.05,-5941.883635,1521.368671
245,245,1,TRUE,26437,TRUE,1609246969,-1.75,-11.875,-67.75,11.5625,-9.75,-11.375,0.03973388672,-0.03784179688,-0.9852905273,-0.1619873047,63,-74,67,97101.75,1572,-25,-14,1042,3.467,-0.091,-0.061,69.8,15.174,15.176,-5947.525064,1544.866915
246,246,1,TRUE,26437,TRUE,1609246969,-18.375,5.1875,91.25,13,-8.6875,-11,0.0390625,-0.03881835938,-0.9819335938,-0.1811523438,42,-210,-24,97100.25,1528,-46,-149,950,3.506,-0.091,-0.062,62.6,15.089,15.091,-5952.882158,1568.431606
247,247,1,TRUE,26437,TRUE,1609246969,14.9375,-7.5,-79.375,11.875,-8.6875,-10.5625,0.0419921875,-0.03631591797,-0.9844360352,-0.1666870117,-132,-85,-135,97100.25,1130,-225,-29,838,3.476,-0.095,-0.057,69.6,15.101,15.103,-5957.954134,1592.059307
248,248,1,TRUE,26437,TRUE,1609246969,-19.8125,-3.375,-17.875,13,-9.375,-11,0.04083251953,-0.03814697266,-0.9813232422,-0.1839599609,-36,-46,-386,97100.25,1685,-129,11,588,3.511,-0.094,-0.06,55.7,15.574,15.575,-5962.740252,1615.746565
249,249,1,TRUE,26437,TRUE,1609246970,-4.75,0.75,-7.625,12.5625,-9.0625,-11.0625,0.04046630859,-0.03967285156,-0.9807739258,-0.1868896484,-92,-29,-256,97100.25,1651,-184,32,718,3.518,-0.094,-0.062,57.5,15.487,15.488,-5967.239814,1639.489924
250,250,1,TRUE,26437,TRUE,1609246970,19.8125,9.4375,-9.1875,12.6875,-10.1875,-12.25,0.04064941406,-0.04272460938,-0.979675293,-0.1915893555,14,143,-233,97100.25,1237,-79,210,740,3.528,-0.096,-0.068,75.3,15.715,15.716,-5971.452162,1663.285917
251,251,1,TRUE,26437,TRUE,1609246970,5.0625,4.9375,-18.5625,13.375,-10.1875,-11,0.04113769531,-0.04296875,-0.9788208008,-0.1959228516,39,-77,-149,97100.25,1060,-56,-11,824,3.536,-0.097,-0.068,57.6,15.561,15.562,-5975.376681,1687.13107
252,252,1,TRUE,26437,TRUE,1609246970,-0.9375,-5.5625,1.3125,13,-8.6875,-12.6875,0.04052734375,-0.04449462891,-0.9780883789,-0.1994628906,-17,-150,290,97101,1241,-112,-81,1264,3.543,-0.097,-0.071,59.7,15.632,15.633,-5979.012799,1711.021901
253,253,1,TRUE,26437,TRUE,1609246970,1.5625,-5.1875,-11.75,13.75,-9.375,-12.5625,0.04034423828,-0.04339599609,-0.9770507813,-0.2045898438,2,133,-255,97101,1271,-92,200,717,3.554,-0.096,-0.068,67.2,15.715,15.716,-5982.359984,1734.954922
254,254,1,TRUE,26437,TRUE,1609246970,-17.75,14.625,-3.8125,13.375,-9.75,-11.0625,0.04150390625,-0.04327392578,-0.9765014648,-0.2069091797,-369,-187,-246,97101,1543,-466,-121,727,3.558,-0.098,-0.068,67.7,15.736,15.737,-5985.417748,1758.926639
255,255,1,TRUE,26437,TRUE,1609246970,27.6875,-3.3125,-16.75,14.5,-11.5625,-11.5,0.03961181641,-0.04425048828,-0.975402832,-0.2121582031,338,220,189,97101,1645,243,288,1163,3.569,-0.096,-0.07,77.6,15.621,15.622,-5988.185645,1782.933553
256,256,1,TRUE,26437,TRUE,1609246970,-5.3125,-4.75,-1.4375,14.5,-9.375,-12.25,0.03991699219,-0.04528808594,-0.9747924805,-0.2146606445,47,35,-120,97101,1222,-285,94,932,3.575,-0.097,-0.071,110.7,15.419,15.42,-5990.663269,1806.972158
257,257,1,TRUE,26437,TRUE,1609246970,11.125,-7.375,-15.6875,13.75,-11.1875,-11.875,0.03869628906,-0.04486083984,-0.9727783203,-0.2239379883,115,134,-16,97100.5,1219,21,203,957,3.593,-0.095,-0.07,82.1,14.97,14.971,-5992.850261,1831.038945
258,258,1,TRUE,26437,TRUE,1609246970,-15.8125,-15.875,-1.4375,14.875,-9.375,-11.5625,0.03881835938,-0.04559326172,-0.9711914063,-0.2307739258,-15,-171,548,97100.5,1581,-110,-102,1521,3.607,-0.096,-0.071,66,15.009,15.01,-5994.746299,1855.1304
259,259,1,TRUE,26437,TRUE,1609246970,16.3125,6.875,-18.75,15.1875,-9.375,-12,0.03894042969,-0.04638671875,-0.9691162109,-0.2389526367,66,76,-29,97100.5,1528,-188,248,1046,3.622,-0.096,-0.069,50.1,15.31,15.311,-5996.351108,1879.243005
260,260,1,TRUE,26437,TRUE,1609246970,-13.4375,-5.9375,-18.0625,14.875,-9.375,-12,0.03869628906,-0.04437255859,-0.9682617188,-0.2428588867,-53,-289,146,97100.5,1091,-147,-223,1120,3.632,-0.096,-0.067,56.5,15.447,15.447,-5997.664454,1903.373241
261,261,1,TRUE,26437,TRUE,1609246970,2.1875,9.5,-19,15.5625,-8.6875,-11.5625,0.03894042969,-0.04608154297,-0.9653930664,-0.2537841797,-115,-125,425,97100.5,1773,-287,259,481,3.655,-0.098,-0.069,86,15.495,15.496,-5998.686143,1927.517584
262,262,1,TRUE,26437,TRUE,1609246970,10.5625,0.125,-15.1875,14.5,-9.75,-12.75,0.03698730469,-0.04736328125,-0.963684082,-0.2602539063,-383,-93,-26,97100.5,1416,212,169,982,3.668,-0.096,-0.072,59.7,15.493,15.493,-5999.416028,1951.67251
263,263,1,TRUE,26437,TRUE,1609246970,0.25,13.8125,-14,17.0625,-8.25,-12.375,0.03796386719,-0.04797363281,-0.960144043,-0.2727050781,-115,5,-176,97100.5,1164,-280,-73,976,3.695,-0.098,-0.071,90.1,15.322,15.323,-5999.854002,1975.834491
264,264,1,TRUE,26437,TRUE,1609246971,-17.5625,-25.625,-14.3125,16.25,-8.25,-11.1875,0.0361328125,-0.04663085938,-0.9572753906,-0.2830810547,-35,92,74,97100.5,1509,-310,-445,551,3.716,-0.095,-0.069,87.3,15.191,15.191,-6000,2000
265,265,1,TRUE,26437,TRUE,1609246971,-12.3125,8.6875,-37.75,16,-7.5625,-12,0.03765869141,-0.04956054688,-0.9536743164,-0.2944335938,27,-300,-128,97100.5,1555,-474,215,512,3.74,-0.1,-0.072,81.9,15.412,15.412,-5999.854002,2024.165509
266,266,1,TRUE,26437,TRUE,1609246971,-13.25,12.0625,2.4375,1.25,8.6875,-13.375,0.03747558594,-0.04925537109,-0.9515380859,-0.3012695313,-59,151,263,97100.5,1634,-414,-46,570,3.755,-0.1,-0.071,77.8,15.128,15.128,-5999.416028,2048.32749
267,267,1,TRUE,26437,TRUE,1609246971,-28.25,-5.75,-12,-0.25,9.5625,-14.25,0.03723144531,-0.04791259766,-0.9471435547,-0.3150024414,291,-145,174,97100.5,1409,-393,-26,683,3.783,-0.1,-0.068,65.1,15.322,15.322,-5998.686143,2072.482416
268,268,1,TRUE,26437,TRUE,1609246971,11.8125,-28.8125,-9.125,1,10,-13,0.03454589844,-0.04852294922,-0.9454345703,-0.3203125,99,-37,218,97100.5,1574,-617,-282,789,3.794,-0.096,-0.07,72.9,15.205,15.206,-5997.664454,2096.626759
269,269,1,TRUE,26437,TRUE,1609246971,-6.75,-9.25,-1.4375,2.1875,9.5625,-13.875,0.03497314453,-0.05053710938,-0.9448852539,-0.3215942383,-39,8,15,97103.5,1250,-135,79,988,3.797,-0.098,-0.073,63.8,15.286,15.286,-5996.351108,2120.756995
270,270,1,TRUE,26437,TRUE,1609246971,-8.9375,-28.0625,-0.1875,1.5,9.6875,-13,0.03515625,-0.05249023438,-0.944152832,-0.3234863281,-129,266,55,97103.5,1106,102,-217,844,3.802,-0.1,-0.076,60.9,15.356,15.356,-5994.746299,2144.8696
271,271,1,TRUE,26437,TRUE,1609246971,-7.5625,-28.75,-10.875,2.1875,9.5625,-14.1875,0.03308105469,-0.05212402344,-0.9431152344,-0.3265991211,-419,-53,-577,97103.5,1848,-81,-568,395,3.808,-0.096,-0.076,78.9,15.424,15.424,-5992.850261,2168.961055
272,272,1,TRUE,26437,TRUE,1609246971,-4.125,19,-2.25,3.25,10.875,-12.875,0.03460693359,-0.05035400391,-0.9429321289,-0.327331543,-52,124,-268,97103.5,1504,-346,154,1155,3.809,-0.098,-0.072,71,15.327,15.327,-5990.663269,2193.027842
273,273,1,TRUE,26437,TRUE,1609246971,0.8125,-6.375,9.5,3.375,8.25,-13.5625,0.03430175781,-0.04931640625,-0.9435424805,-0.3256835938,37,1,31,97103.5,1215,-125,95,849,3.806,-0.096,-0.071,64,15.606,15.606,-5988.185645,2217.066447
274,274,1,TRUE,26437,TRUE,1609246971,-12.75,-5.625,3.25,2.375,9.0625,-13.5625,0.03466796875,-0.04748535156,-0.944152832,-0.3242797852,29,-123,-370,97103.5,1326,35,117,1222,3.803,-0.096,-0.067,88.6,15.398,15.399,-5985.417748,2241.073361
275,275,1,TRUE,26437,TRUE,1609246971,-2.6875,7.4375,0.5,3.25,9.875,-14,0.03552246094,-0.04840087891,-0.9442749023,-0.3236083984,196,178,197,97097,1228,99,245,1170,3.802,-0.098,-0.069,50.6,15.609,15.61,-5982.359984,2265.045078
276,276,1,TRUE,26437,TRUE,1609246971,22.3125,-7.9375,1.75,3,8,-14,0.03546142578,-0.04925537109,-0.9444580078,-0.323059082,-180,-229,471,97097,1298,-262,273,934,3.8,-0.098,-0.07,48,15.68,15.681,-5979.012799,2288.978099
277,277,1,TRUE,26437,TRUE,1609246971,7.375,-13.0625,-6.25,3,7.5625,-13.875,0.03515625,-0.05035400391,-0.9440917969,-0.3238525391,-134,274,-219,97097,1479,-231,232,1174,3.802,-0.098,-0.072,69.8,15.915,15.915,-5975.376681,2312.86893
278,278,1,TRUE,26437,TRUE,1609246971,-18.25,0,3.4375,3,9.5,-14.75,0.03277587891,-0.046875,-0.9440307617,-0.3248291016,-35,-272,64,97097,1897,-126,-206,1039,3.804,-0.092,-0.067,69.6,15.81,15.811,-5971.452162,2336.714083
279,279,1,TRUE,26437,TRUE,1609246971,-21.3125,-7.125,7.5,2.375,9.5,-15.1875,0.03460693359,-0.05401611328,-0.9436035156,-0.3248291016,-14,-43,327,97097,1426,-112,33,1300,3.804,-0.1,-0.08,68.8,15.822,15.823,-5967.239814,2360.510076
280,280,1,TRUE,26437,TRUE,1609246972,11.3125,-5.875,-6.3125,2,8.6875,-14.375,0.03326416016,-0.05297851563,-0.9438476563,-0.3244018555,-152,-34,-316,97097,1316,-247,42,656,3.804,-0.097,-0.079,69.5,16.043,16.043,-5962.740252,2384.253435
281,281,1,TRUE,26437,TRUE,1609246972,-5.625,-6.0625,-11.8125,3.5,8.375,-14.25,0.03344726563,-0.05236816406,-0.9432373047,-0.326171875,-66,54,-133,97097,1199,-161,129,839,3.807,-0.097,-0.077,68.7,16.161,16.161,-5957.954134,2407.940693
282,282,1,TRUE,26437,TRUE,1609246972,-1.375,2.4375,-21.25,1.5625,7.5625,-13.5625,0.03198242188,-0.05419921875,-0.9392700195,-0.3373413086,-173,-31,-395,97097.25,1260,-27,34,1382,3.827,-0.097,-0.08,85.7,15.931,15.931,-5952.882158,2431.568394
283,283,1,TRUE,26437,TRUE,1609246972,27.125,3.5625,-41.8125,2,8.5,-14,0.03002929688,-0.05804443359,-0.9304199219,-0.3606567383,66,182,27,97097.25,1468,-29,267,999,3.881,-0.097,-0.086,65.3,15.83,15.83,-5947.525064,2455.133085
284,284,1,TRUE,26437,TRUE,1609246972,7.375,0.75,-41.8125,1.75,8.875,-13.5625,0.029296875,-0.05731201172,-0.9229125977,-0.3796386719,-21,-53,-67,97097.25,1055,-116,28,905,3.922,-0.097,-0.084,69.5,15.84,15.84,-5941.883635,2478.631329
285,285,1,TRUE,26437,TRUE,1609246972,2.5625,-1,-20.1875,3.0625,10.0625,-13.5,0.03137207031,-0.05590820313,-0.9259033203,-0.372253418,-372,184,-181,97097.25,1136,-550,103,1107,3.905,-0.099,-0.08,60.8,15.948,15.948,-5935.958694,2502.059692
286,286,1,TRUE,26437,TRUE,1609246972,10.1875,2.125,-84.75,3.25,8.5,-14.0625,0.02703857422,-0.05535888672,-0.9064941406,-0.4177246094,450,-17,391,97097.25,1240,-273,-125,600,3.997,-0.098,-0.077,58.7,15.942,15.942,-5929.751107,2525.414756
287,287,1,TRUE,26437,TRUE,1609246972,5.875,-2.4375,-3.375,3.375,8.875,-13.6875,0.02954101563,-0.056640625,-0.905456543,-0.4196166992,-104,-129,63,97097.25,1411,54,361,1099,4.004,-0.099,-0.081,68.4,16.104,16.104,-5923.261779,2548.693111
288,288,1,TRUE,26437,TRUE,1609246972,-16.3125,4.9375,-18.375,6.875,9.375,-13.375,0.03045654297,-0.05456542969,-0.8980102539,-0.4354858398,-83,-59,-117,97096.75,1158,-104,-67,1269,4.04,-0.103,-0.07,110.4,15.834,15.834,-5916.491658,2571.891357
289,289,1,TRUE,26437,TRUE,1609246972,21,-13.1875,-19.25,7.5625,8.375,-14.875,0.02471923828,-0.05877685547,-0.889465332,-0.4525146484,375,381,-28,97096.75,1351,280,461,943,4.082,-0.097,-0.082,107,15.145,15.145,-5909.441733,2595.006108
290,290,1,TRUE,26437,TRUE,1609246972,17.4375,17.8125,-0.3125,8.5,8.25,-13.5,0.02795410156,-0.05834960938,-0.8869018555,-0.4573974609,-281,186,-82,97096.75,1308,-382,263,890,4.094,-0.103,-0.077,79.7,15.333,15.333,-5902.113033,2618.033989
291,291,1,TRUE,26437,TRUE,1609246972,10.3125,-10.9375,-7.0625,10.5625,7.0625,-12.875,0.02789306641,-0.05926513672,-0.885925293,-0.4592285156,-135,-60,278,97096.75,1272,1,371,1471,4.099,-0.104,-0.08,56.9,15.207,15.208,-5894.506627,2640.971638
292,292,1,TRUE,26437,TRUE,1609246972,-0.25,-5.6875,-1.625,9.875,5.75,-13.25,0.02679443359,-0.06036376953,-0.8840332031,-0.4627685547,-50,-18,-212,97096.75,1553,-151,62,759,4.106,-0.103,-0.082,61.5,15.489,15.489,-5886.623627,2663.815706
293,293,1,TRUE,26437,TRUE,1609246972,-3.0625,-1.6875,4,9.0625,5.75,-12.1875,0.02795410156,-0.05981445313,-0.8841552734,-0.4625244141,-121,-6,-284,97099,1407,-224,72,687,4.105,-0.105,-0.08,69.4,15.521,15.521,-5878.465182,2686.562859
294,294,1,TRUE,26437,TRUE,1609246972,17.3125,-0.625,12.25,8.875,6.5625,-12.5625,0.02734375,-0.05975341797,-0.8854370117,-0.4600219727,-42,-117,-142,97099,1173,-143,-38,829,4.099,-0.103,-0.081,73.9,15.354,15.354,-5870.032485,2709.209774
295,295,1,TRUE,26437,TRUE,1609246972,1.6875,-6.125,-14.125,9.6875,7.0625,-12.5625,0.02777099609,-0.06127929688,-0.8844604492,-0.4616699219,38,31,-73,97099,1487,-64,112,898,4.104,-0.106,-0.083,62.2,15.621,15.376,-5861.326767,2731.753146
296,296,1,TRUE,26437,TRUE,1609246973,-5.8125,4.9375,2.25,9.75,6.5625,-12.5625,0.02813720703,-0.06201171875,-0.8843383789,-0.4618530273,-130,-62,109,97099,1096,-235,19,1081,4.104,-0.107,-0.084,61.6,15.449,15.462,-5852.349298,2754.189683
297,297,1,TRUE,26437,TRUE,1609246973,1.125,-3.75,-9.3125,9.5625,6.5,-13,0.02752685547,-0.06274414063,-0.8834838867,-0.4633789063,28,-15,60,97099,1458,-76,67,1032,4.107,-0.107,-0.085,65.3,15.657,15.669,-5843.101389,2776.51611
298,298,1,TRUE,26437,TRUE,1609246973,2.875,9.875,-1.25,10.25,7.1875,-13,0.02795410156,-0.06256103516,-0.8825683594,-0.4652099609,-39,112,-345,97099,1111,-144,194,625,4.111,-0.107,-0.084,64.6,15.658,15.669,-5833.584391,2798.729167
299,299,1,TRUE,26437,TRUE,1609246973,-38.875,-22.25,-3.6875,9.875,7.5,-13.25,0.02740478516,-0.06195068359,-0.8804931641,-0.4691772461,14,-206,319,97098.75,1563,-89,-124,1291,4.12,-0.106,-0.083,69.3,15.367,15.378,-5823.799692,2820.825611
300,300,1,TRUE,26437,TRUE,1609246973,-12.3125,-4.4375,-19.8125,11.1875,7.875,-12.875,0.02752685547,-0.0625,-0.8782958984,-0.4732055664,-18,-86,433,97098.75,1299,-123,-3,1404,4.13,-0.107,-0.084,65.3,15.609,15.619,-5813.748722,2842.802216
